date,house_x,speaker,text,clean_text,text_length,speaker_norm,fullName,firstName,lastName,constituency,party,membership_start,membership_end,gender_guess,in_government
2015-03-27,seanad,Acting Chairman (Senator Jillian van Turnhout),"Acting Chairman (Senator Jillian van Turnhout)
          Amendments Nos. 56, 57 and 66 are related and may be discussed together, by agreement of the House. Is that agreed? Agreed.",          amendments nos 56 57 and 66 are related and may be discussed together by agreement of the house is that agreed agreed,22,jillian van turnhout,Jillian van Turnhout,Jillian,van Turnhout,Nominated by the Taoiseach,Independent,2011-05-25,2016-04-24 00:00:00.000000,female,0
2023-07-05,seanad,Senator Michael McDowell,"Senator Michael McDowell
          -----which I find difficult to absorb.
           Everybody has feet of clay, to some extent, and no class of the community is above reproach. One thing that RTÉ might now consider is that when politicians go on RTÉ to be interviewed, they are treated as second-class citizens. If someone comes in from an NGO like the Rape Crisis Centre, he or she is thanked for coming along, and he or she gets an easy run. A politician gets a hammering and if he or she is doing well, they pull out something from the bottom drawer just to try and trip him or her up. There are some broadcasters, and I will not mention them by name, who seem to think that if they do not get a dig in at a politician, they have not done a good job. I do not think that is necessary and, curiously, one person who used to do a lot of political broadcasting is Eamon Dunphy. He never did that. He actually gave people ten minutes or a quarter of an hour. I did not leave his studio thinking that he went for my throat, he derided or jeered me or he doubted my bona fides as an undertone to the whole interview.
           What has happened recently shows a kind of an ""Upstairs, Downstairs"" situation. Many of the people who work hard must be sorely disappointed by the reputational damage that has been done. Obviously, that is so. I strongly believe that, as a society, we should be willing to subsidise public service broadcasting provided that we get a clear focus on what it is. Is it Ray D'Arcy, or is it not Ray D'Arcy? Maybe I am being unfair to mention his name but is his kind of programme something that needs subsidy? Is 2FM something that needs subsidy? I wonder about that, and I think we have to sit down collectively and ask: what do we really think public service broadcasting is? What is the public element that needs and deserves subsidy?
           I was writing in today's The Irish Times - the Minister probably saw it - about the question of the licence fee. The licence fee is indefensible in its present form. A tradesman who has a caravan in County Wexford is required to produce two licences to bring his mobile television down with him and his family for the annual holidays. That is €320 a year, if he has a television at home, and that requires him to earn €600 gross, roughly, whereas a wealthy person who has a mansion in Dublin 6, with a whole load of adult kids in the house and TVs in every room, pays €120. That is not a fair way of subsidising public service broadcasting. The time has come to do what the committee of which I was a member a number of years ago reported. that is, to get the Revenue Commissioners to collect this money, and to use the local property tax model as the way to get it out of every home, building, hotel and business right across the country. It is a bit ridiculous that hotels only have to have one licence, whereas they have to pay the copyright collection agencies a vastly different amount for the artists.
           This is an opportunity for us all to reflect on wider issues regarding public service broadcasting. It is not simply a time when, coming into the silly season, we concentrate on scoring points against broadcasters, even if they have scored a fair few points against us in the past.",          which i find difficult to absorb            everybody has feet of clay to some extent and no class of the community is above reproach one thing that rté might now consider is that when politicians go on rté to be interviewed they are treated as secondclass citizens if someone comes in from an ngo like the rape crisis centre he or she is thanked for coming along and he or she gets an easy run a politician gets a hammering and if he or she is doing well they pull out something from the bottom drawer just to try and trip him or her up there are some broadcasters and i will not mention them by name who seem to think that if they do not get a dig in at a politician they have not done a good job i do not think that is necessary and curiously one person who used to do a lot of political broadcasting is eamon dunphy he never did that he actually gave people ten minutes or a quarter of an hour i did not leave his studio thinking that he went for my throat he derided or jeered me or he doubted my bona fides as an undertone to the whole interview            what has happened recently shows a kind of an upstairs downstairs situation many of the people who work hard must be sorely disappointed by the reputational damage that has been done obviously that is so i strongly believe that as a society we should be willing to subsidise public service broadcasting provided that we get a clear focus on what it is is it ray darcy or is it not ray darcy maybe i am being unfair to mention his name but is his kind of programme something that needs subsidy is 2fm something that needs subsidy i wonder about that and i think we have to sit down collectively and ask what do we really think public service broadcasting is what is the public element that needs and deserves subsidy            i was writing in todays the irish times  the minister probably saw it  about the question of the licence fee the licence fee is indefensible in its present form a tradesman who has a caravan in county wexford is required to produce two licences to bring his mobile television down with him and his family for the annual holidays that is 320 a year if he has a television at home and that requires him to earn 600 gross roughly whereas a wealthy person who has a mansion in dublin 6 with a whole load of adult kids in the house and tvs in every room pays 120 that is not a fair way of subsidising public service broadcasting the time has come to do what the committee of which i was a member a number of years ago reported that is to get the revenue commissioners to collect this money and to use the local property tax model as the way to get it out of every home building hotel and business right across the country it is a bit ridiculous that hotels only have to have one licence whereas they have to pay the copyright collection agencies a vastly different amount for the artists            this is an opportunity for us all to reflect on wider issues regarding public service broadcasting it is not simply a time when coming into the silly season we concentrate on scoring points against broadcasters even if they have scored a fair few points against us in the past,595,michael mcdowell,Michael McDowell,Michael,McDowell,National University of Ireland,Independent,2020-03-30,2025-01-29 00:00:00.000000,male,0
2018-02-01,dail,Deputy Bobby Aylward,"Deputy Bobby Aylward
          There were four of them. I am not talking about individuals.",          there were four of them i am not talking about individuals,11,bobby aylward,Bobby Aylward,Bobby,Aylward,Carlow-Kilkenny,Fianna Fáil,2016-03-10,2020-01-14 00:00:00.000000,male,0
2021-04-21,dail,Deputy Alan Kelly,"Deputy Alan Kelly
          He is the Taoiseach of Ireland and the people deserve to know these answers.",          he is the taoiseach of ireland and the people deserve to know these answers,14,alan kelly,Alan Kelly,Alan,Kelly,Tipperary,Labour Party,2020-02-08,2024-11-08 00:00:00.000000,male,0
2016-10-20,dail,Deputy Catherine Connolly,"Deputy Catherine Connolly
          I understand that. I just want to know about the transfer process. Does the Department randomly hand over files to the local authorities or are cases selected on the basis of the length of time people have been on the waiting lists or in receipt of rent allowance?",          i understand that i just want to know about the transfer process does the department randomly hand over files to the local authorities or are cases selected on the basis of the length of time people have been on the waiting lists or in receipt of rent allowance,48,catherine connolly,Catherine Connolly,Catherine,Connolly,Galway West,Independent,2016-03-10,2020-01-14 00:00:00.000000,female,1
2022-07-12,dail,"Minister for Tourism, Culture, Arts, Gaeltacht, Sport and Media (Deputy Catherine Martin)","Minister for Tourism, Culture, Arts, Gaeltacht, Sport and Media (Deputy Catherine Martin)
          The past two years have provided unprecedented challenges for this country and the coalition Government has risen to these challenges and lead the country through these turbulent times.
           An extensive range of funding streams and measures to support the sector overseen by my Department have been introduced. The tourism and hospitality sectors felt the brunt of the impact of the Covid-19 pandemic. In response, record levels of financial supports for those sectors have been provided, as well as the extension of the reduced 9% VAT rate into 2023. This has kept businesses afloat, kept people in jobs and maintained vibrancy in our communities. New measures to promote a thriving night-time economy are now being implemented, including more late night openings and new funding for acts in cafes and bars across Ireland. This and more will breathe life into our communities.
           The basic income for the arts pilot scheme has been launched. It is a landmark initiative that recognises the intrinsic value of our artistic and creative sectors. I look forward to continuing to oversee the implementation of the scheme, with first payments to go out to the 2,000 selected recipients in the coming weeks.
           The Official Languages Act 2021 to provide Irish was signed into law by the President late last year. Tá ullmhú an phlean náisiúnta ag teacht le cuspóir foriomlán an Achta a bhaint amach; is é sin gur cainteoirí Gaeilge a bheas in 20% de na hearcaigh nua chun na seirbhíse poiblí, tráth nach déanaí ná deireadh mhí na Nollag 2030.
           More than €150 million was allocated to the sports capital and equipment programme to support 1,900 groups, large and small, across the country. This was the most funding ever allocated under the scheme.
           Last night, the Online Safety and Media Regulation Bill 2022 passed Report Stage in the Seanad. Huge work has gone into this significant legislation to reduce harmful content online and bring an end to the era of self-regulation. Just earlier today we launched the report of the Future of Media Commission and announced a major Government initiative to support Ireland's media sector.
          This Government is making incredible progress on climate action, equality, transport, integration, biodiversity and in many other areas. We absolutely must keep our focus on implementing the climate action plan, setting the country on a pathway to halve our emissions by 2030. Now is not the time to risk putting all this progress into jeopardy. Now is the time to knuckle down and continue to make the real, transformational change this coalition Government is making to improve the lives of people. Families and communities across the country do not want instability after a pandemic and during a time of war. People want stability. They want progress. This coalition will continue to deliver on its promises. Tá mo mhuinín agus mo thacaíocht ag an Rialtas.",          the past two years have provided unprecedented challenges for this country and the coalition government has risen to these challenges and lead the country through these turbulent times            an extensive range of funding streams and measures to support the sector overseen by my department have been introduced the tourism and hospitality sectors felt the brunt of the impact of the covid19 pandemic in response record levels of financial supports for those sectors have been provided as well as the extension of the reduced 9 vat rate into 2023 this has kept businesses afloat kept people in jobs and maintained vibrancy in our communities new measures to promote a thriving nighttime economy are now being implemented including more late night openings and new funding for acts in cafes and bars across ireland this and more will breathe life into our communities            the basic income for the arts pilot scheme has been launched it is a landmark initiative that recognises the intrinsic value of our artistic and creative sectors i look forward to continuing to oversee the implementation of the scheme with first payments to go out to the 2000 selected recipients in the coming weeks            the official languages act 2021 to provide irish was signed into law by the president late last year tá ullmhú an phlean náisiúnta ag teacht le cuspóir foriomlán an achta a bhaint amach is é sin gur cainteoirí gaeilge a bheas in 20 de na hearcaigh nua chun na seirbhíse poiblí tráth nach déanaí ná deireadh mhí na nollag 2030            more than 150 million was allocated to the sports capital and equipment programme to support 1900 groups large and small across the country this was the most funding ever allocated under the scheme            last night the online safety and media regulation bill 2022 passed report stage in the seanad huge work has gone into this significant legislation to reduce harmful content online and bring an end to the era of selfregulation just earlier today we launched the report of the future of media commission and announced a major government initiative to support irelands media sector           this government is making incredible progress on climate action equality transport integration biodiversity and in many other areas we absolutely must keep our focus on implementing the climate action plan setting the country on a pathway to halve our emissions by 2030 now is not the time to risk putting all this progress into jeopardy now is the time to knuckle down and continue to make the real transformational change this coalition government is making to improve the lives of people families and communities across the country do not want instability after a pandemic and during a time of war people want stability they want progress this coalition will continue to deliver on its promises tá mo mhuinín agus mo thacaíocht ag an rialtas,473,catherine martin,Catherine Martin,Catherine,Martin,Dublin Rathdown,Green Party,2020-02-08,2024-11-08 00:00:00.000000,female,1
2021-06-23,dail,Deputy Aindrias Moynihan,"Deputy Aindrias Moynihan
          Ba mhaith liom filleadh arís ar an bpointe mar gheall ar scoileanna ag cur an rogha ar fáil do na daltaí agus na hábhair bhreise ar fáil dóibh siúd le blas faoi leith ó thaobh teangacha de. Tuigim go bhfuil leibhéil dhifriúla de phlé déanta ag na ceardchumainn éagsúla agus tá an-suim agam sa tslí ina raibh comhrá acu le déanaí leis na múinteoirí. Bheadh an-suim agam cloisteáil cad iad na moltaí a tháinig ón gcruinniú sin. Braitheann na finnéithe go mbeadh sé deacair é seo a láimhseáil i rang amháin. In a lán scoileanna bíonn an t-ardleibhéal agus an gnáthleibhéal scartha amach óna chéile i ranganna difriúla, ach sna scoileanna beaga, agus tá go leor acu mórthimpeall orm, bíonn siad le chéile agus déantar é a láimhseáil go breá compordach. Cén tuairim atá ag na finnéithe faoi sin? Cé mhéad plé a bhí acu air? Rinne siad pointe an-láidir cruinn faoin tráthchlár a bheith lán agus packed faoi láthair agus cloisim é sin. Ní fheadar conas a dhéanfaí é a láimhseáil ach cén plé a bhí ann maidir leis? Cad iad na moltaí a tháinig ón gcruinniú sin? An bhfuil sé in aigne ag an gceardchumann eile na pointí céanna agus an t-ábhar céanna a phlé? Cad atá ina aigne aige?",          ba mhaith liom filleadh arís ar an bpointe mar gheall ar scoileanna ag cur an rogha ar fáil do na daltaí agus na hábhair bhreise ar fáil dóibh siúd le blas faoi leith ó thaobh teangacha de tuigim go bhfuil leibhéil dhifriúla de phlé déanta ag na ceardchumainn éagsúla agus tá ansuim agam sa tslí ina raibh comhrá acu le déanaí leis na múinteoirí bheadh ansuim agam cloisteáil cad iad na moltaí a tháinig ón gcruinniú sin braitheann na finnéithe go mbeadh sé deacair é seo a láimhseáil i rang amháin in a lán scoileanna bíonn an tardleibhéal agus an gnáthleibhéal scartha amach óna chéile i ranganna difriúla ach sna scoileanna beaga agus tá go leor acu mórthimpeall orm bíonn siad le chéile agus déantar é a láimhseáil go breá compordach cén tuairim atá ag na finnéithe faoi sin cé mhéad plé a bhí acu air rinne siad pointe anláidir cruinn faoin tráthchlár a bheith lán agus packed faoi láthair agus cloisim é sin ní fheadar conas a dhéanfaí é a láimhseáil ach cén plé a bhí ann maidir leis cad iad na moltaí a tháinig ón gcruinniú sin an bhfuil sé in aigne ag an gceardchumann eile na pointí céanna agus an tábhar céanna a phlé cad atá ina aigne aige,212,aindrias moynihan,Aindrias Moynihan,Aindrias,Moynihan,Cork North-West,Fianna Fáil,2020-02-08,2024-11-08 00:00:00.000000,male,1
2019-10-09,dail,Deputy Louise O'Reilly,"Deputy Louise O'Reilly
          They are very mobile.",          they are very mobile,4,louise o'reilly,Louise O'Reilly,Louise,O'Reilly,Dublin Fingal,Sinn Féin,2016-03-10,2020-01-14 00:00:00.000000,female,0
2013-12-05,dail,Deputy Kieran O'Donnell,"Deputy Kieran O'Donnell
          Professor McHale would consider the glass to be half full rather than half empty.",          professor mchale would consider the glass to be half full rather than half empty,14,kieran o'donnell,Kieran O'Donnell,Kieran,O'Donnell,Limerick City,Fine Gael,2011-03-09,2016-03-09 00:00:00.000000,male,1
2017-03-08,dail,Deputy Kate O'Connell,"Deputy Kate O'Connell
          It is not like there are 1,000 countries. It seems bizarre that Mr. Goodman would not know that patient X went to Poland and that such data are not available. Perhaps I am overreacting.",          it is not like there are 1000 countries it seems bizarre that mr goodman would not know that patient x went to poland and that such data are not available perhaps i am overreacting,34,kate o'connell,Kate O'Connell,Kate,O'Connell,Dublin Bay South,Fine Gael,2016-03-10,2020-01-14 00:00:00.000000,female,1
2018-12-18,seanad,Senator Gerry Horkan,"Senator Gerry Horkan
          If Senator Conway-Walsh wants to speak first, I will come in at some point.",          if senator conwaywalsh wants to speak first i will come in at some point,14,gerry horkan,Gerry Horkan,Gerry,Horkan,Industrial and Commercial Panel,Fianna Fáil,2016-04-25,2020-03-29 00:00:00.000000,male,0
2011-11-30,seanad,Senator Colm Burke,"Senator Colm Burke
          For which the Senator's party did not plan.",          for which the senators party did not plan,8,colm burke,Colm Burke,Colm,Burke,Industrial and Commercial Panel,Fine Gael,2011-05-25,2016-04-24 00:00:00.000000,male,1
2019-10-22,seanad,Senator Jerry Buttimer,"Senator Jerry Buttimer
          Senator Kelleher made a very important contribution regarding the land at Bessborough in Cork. I share her concerns around the proposed sale, particularly the suite of services that are being made available, or are coming out of Bessborough. The points made by the Senator are ones on which we should have a debate. She and I might have a conversation about that.
           I join with Members in congratulating the women's caucus on the survey that was announced. I note the comments of Members today. Perhaps it is the optimist in me that makes me want to herald the finding that 78% of people feel safe. I was slightly disappointed that only 61% felt respected. That figure should have been far higher. That was the figure that jumped out at me. I commend Senator Kelleher for the work she has done in that area and the immense amount of work she undertook as part of that survey. I would be happy to have a debate when that survey is published because it is something that needs to continue. 
           Senator Hopkins raised the issue of Portiuncula University Hospital and the enabling works. I commend her on her ongoing advocacy and proactivity on the matter. 
           I welcome Molly O'Nolan from Senator Bacik's office and wish her every success. I hope she has a very positive and productive week. She is certainly working with a very good role model and I hope she learns a small fraction from her and possibly emulates her some day in being elected to this Upper House from the Trinity College panel. I wish her every success and thank her for being here. I think I addressed Senator Bacik's other points as well. 
           Senator Murnane O'Connor referred to the elderly and the importance of engaging and visiting. I share her views, particularly in light of the fact that the clocks are going back this weekend. Regarding fireworks at Halloween, we need a debate on antisocial behaviour. In some cases, young people today feel they can do what they want. There is no accountability on the part of their parents. One could argue that there should be a Garda on every corner but we will not have that. The points made by the Senator are important, particularly as we have more people who feel isolated and lonely. 
           Senator Mulherin raised the remarks of the leader of Fianna Fáil in Clare regarding Shannon Airport. The points made by the Senator were very well made. In keeping with the cuteness of Fianna Fáil, its leader says one thing in Clare, another thing in Cork and another thing in Knock. He needs to clarify the situation regarding Shannon Airport. I share the Senator's views on this regard.",          senator kelleher made a very important contribution regarding the land at bessborough in cork i share her concerns around the proposed sale particularly the suite of services that are being made available or are coming out of bessborough the points made by the senator are ones on which we should have a debate she and i might have a conversation about that            i join with members in congratulating the womens caucus on the survey that was announced i note the comments of members today perhaps it is the optimist in me that makes me want to herald the finding that 78 of people feel safe i was slightly disappointed that only 61 felt respected that figure should have been far higher that was the figure that jumped out at me i commend senator kelleher for the work she has done in that area and the immense amount of work she undertook as part of that survey i would be happy to have a debate when that survey is published because it is something that needs to continue             senator hopkins raised the issue of portiuncula university hospital and the enabling works i commend her on her ongoing advocacy and proactivity on the matter             i welcome molly onolan from senator baciks office and wish her every success i hope she has a very positive and productive week she is certainly working with a very good role model and i hope she learns a small fraction from her and possibly emulates her some day in being elected to this upper house from the trinity college panel i wish her every success and thank her for being here i think i addressed senator baciks other points as well             senator murnane oconnor referred to the elderly and the importance of engaging and visiting i share her views particularly in light of the fact that the clocks are going back this weekend regarding fireworks at halloween we need a debate on antisocial behaviour in some cases young people today feel they can do what they want there is no accountability on the part of their parents one could argue that there should be a garda on every corner but we will not have that the points made by the senator are important particularly as we have more people who feel isolated and lonely             senator mulherin raised the remarks of the leader of fianna fáil in clare regarding shannon airport the points made by the senator were very well made in keeping with the cuteness of fianna fáil its leader says one thing in clare another thing in cork and another thing in knock he needs to clarify the situation regarding shannon airport i share the senators views on this regard,454,jerry buttimer,Jerry Buttimer,Jerry,Buttimer,Labour Panel,Fine Gael,2016-04-25,2020-03-29 00:00:00.000000,male,1
2011-04-19,dail,Minister for Social Protection (Deputy Joan Burton),"Minister for Social Protection (Deputy Joan Burton)
            The Social Welfare Appeals Office has advised me that an appeal by the person concerned was registered in that office on 8th December 2010. It is a statutory requirement of the appeals process that the relevant Departmental papers and comments by or on behalf of the Deciding Officer on the grounds of appeal be sought. These papers were received in the Social Welfare Appeals Office on 14th February 2011 and the appeal will be referred in due course to an Appeals Officer, who will decide whether the case can be decided on a summary basis or whether to list it for oral hearing. The Social Welfare Appeals Office functions independently of the Minister for Social Protection and of the Department and is responsible for determining appeals against decisions on social welfare entitlements.",            the social welfare appeals office has advised me that an appeal by the person concerned was registered in that office on 8th december 2010 it is a statutory requirement of the appeals process that the relevant departmental papers and comments by or on behalf of the deciding officer on the grounds of appeal be sought these papers were received in the social welfare appeals office on 14th february 2011 and the appeal will be referred in due course to an appeals officer who will decide whether the case can be decided on a summary basis or whether to list it for oral hearing the social welfare appeals office functions independently of the minister for social protection and of the department and is responsible for determining appeals against decisions on social welfare entitlements,132,joan burton,Joan Burton,Joan,Burton,Dublin West,Labour Party,2011-03-09,2016-03-09 00:00:00.000000,female,1
2023-09-19,dail,An Cathaoirleach,"An Cathaoirleach
          I thank Dr. Ní Shúilleabháin for her opening statement. I will give an opportunity now to the two members who are with us to say a few words, if they wish. Does Ms Jones want to go first?",          i thank dr ní shúilleabháin for her opening statement i will give an opportunity now to the two members who are with us to say a few words if they wish does ms jones want to go first,38,jerry buttimer,Jerry Buttimer,Jerry,Buttimer,Labour Panel,Fine Gael,2020-03-30,2024-11-29 00:00:00.000000,male,1
2021-06-17,dail,Deputy Gary Gannon,"Deputy Gary Gannon
          Earlier this week, AsIAm, an autism charity, published its Every Child Counts report, which found that 66% of families surveyed had to wait more than two years to access an appropriate assessment for their child. More than three quarters of those surveyed said they were not in receipt of any support from the HSE's early intervention team, school age team or the child and adolescent mental health services, CAMHS. The last finding I want to mention, which is crucial to this debate, is that 40% of respondents' autistic children had regressed during the Covid-19 pandemic, either in terms of their educational or interpersonal skills. This would suggest to every right-minded person that the claim made by the Minister of State that everything is okay is clearly not true. Things were not okay before the pandemic and they certainly were exacerbated during it. In a post-pandemic situation, we are a long way from where we need to be.
           I have noticed a narrative developing that is deeply worrying. It is that the trauma, isolation and regression experienced by many parents and their children with disabilities over the course of the pandemic are no longer an issue. A summer programme does not even come close to being enough to address the harm that has taken place. I have stated repeatedly that a return to the pre-pandemic normal is not good enough. There was a wave of unmet needs before the onset of Covid for people with disabilities and those needs have only grown as a result of the pandemic. We need to have more ambition and stop being bystanders when it comes to advancing the rights of people with disabilities. We are waiting 17 years for the full implementation of the Education for Persons with Special Educational Needs, EPSEN, Act 2004. That is an extraordinary indictment of this State. What good is it to have a legal requirement that an assessment of needs be provided within three months of receipt of an application if less than 10% of assessments are completed on time? Where are the ambition, the resources and funding to address this issue adequately?
           In my role as party spokesperson for education, instead of conversations about enhancements and additional resources for students with disabilities, all I am hearing is that things will be maintained and frozen going into the next academic year. I want to highlight a specific issue in this regard, namely, the provision of SNAs and the exceptional review process. Schools are facing a cliff edge in September in regard to special needs resources. For schools in my constituency, this is a conversation that is ongoing and an issue about which school principals have been contacting me. The Government line is that nothing will be taken away for the 2021-22 school year. One can conclude from this that nothing additional will be given. Is that not correct? In a reply to a parliamentary question I submitted, the Minister of State, Deputy Madigan, confirmed that existing mainstream class SNA allocations in schools as at 30 April last will be maintained and will roll over into the next school year. What good is that to the many schools that are set for an increase in the number of students with special needs who require the support or partial support of an SNA? They include students who are transitioning to secondary school, for example, who have had an extraordinarily difficult fifth-class year and a sixth-class year that was completely upturned. However, we are still being told that the basic pre-Covid provision of SNAs, which was inadequate before the pandemic, will be retained and will be adequate for the coming school year. It is farcical.
           We are in a dangerous space in this regard. The process of exceptional reviews is not fit for purpose. There is no timeline for the process and secondary schools will not have completed their applications until after September, when the special educational needs organiser visits. Many primary school students with disabilities whose fifth-class and sixth-class years were marked by Covid will not have the resources they need in place for them in September. If I can ask the Minister of State to do one thing, it is to address this issue. Many schools are facing a cliff edge and the trauma for students that was exacerbated throughout the pandemic will be made worse. The gap in educational access and dignity will be widened further in September. If only one action comes out of this debate, let it be that this issue is addressed. What is happening is morally reprehensible and I strongly encourage the Minister of State to address it.",          earlier this week asiam an autism charity published its every child counts report which found that 66 of families surveyed had to wait more than two years to access an appropriate assessment for their child more than three quarters of those surveyed said they were not in receipt of any support from the hses early intervention team school age team or the child and adolescent mental health services camhs the last finding i want to mention which is crucial to this debate is that 40 of respondents autistic children had regressed during the covid19 pandemic either in terms of their educational or interpersonal skills this would suggest to every rightminded person that the claim made by the minister of state that everything is okay is clearly not true things were not okay before the pandemic and they certainly were exacerbated during it in a postpandemic situation we are a long way from where we need to be            i have noticed a narrative developing that is deeply worrying it is that the trauma isolation and regression experienced by many parents and their children with disabilities over the course of the pandemic are no longer an issue a summer programme does not even come close to being enough to address the harm that has taken place i have stated repeatedly that a return to the prepandemic normal is not good enough there was a wave of unmet needs before the onset of covid for people with disabilities and those needs have only grown as a result of the pandemic we need to have more ambition and stop being bystanders when it comes to advancing the rights of people with disabilities we are waiting 17 years for the full implementation of the education for persons with special educational needs epsen act 2004 that is an extraordinary indictment of this state what good is it to have a legal requirement that an assessment of needs be provided within three months of receipt of an application if less than 10 of assessments are completed on time where are the ambition the resources and funding to address this issue adequately            in my role as party spokesperson for education instead of conversations about enhancements and additional resources for students with disabilities all i am hearing is that things will be maintained and frozen going into the next academic year i want to highlight a specific issue in this regard namely the provision of snas and the exceptional review process schools are facing a cliff edge in september in regard to special needs resources for schools in my constituency this is a conversation that is ongoing and an issue about which school principals have been contacting me the government line is that nothing will be taken away for the 202122 school year one can conclude from this that nothing additional will be given is that not correct in a reply to a parliamentary question i submitted the minister of state deputy madigan confirmed that existing mainstream class sna allocations in schools as at 30 april last will be maintained and will roll over into the next school year what good is that to the many schools that are set for an increase in the number of students with special needs who require the support or partial support of an sna they include students who are transitioning to secondary school for example who have had an extraordinarily difficult fifthclass year and a sixthclass year that was completely upturned however we are still being told that the basic precovid provision of snas which was inadequate before the pandemic will be retained and will be adequate for the coming school year it is farcical            we are in a dangerous space in this regard the process of exceptional reviews is not fit for purpose there is no timeline for the process and secondary schools will not have completed their applications until after september when the special educational needs organiser visits many primary school students with disabilities whose fifthclass and sixthclass years were marked by covid will not have the resources they need in place for them in september if i can ask the minister of state to do one thing it is to address this issue many schools are facing a cliff edge and the trauma for students that was exacerbated throughout the pandemic will be made worse the gap in educational access and dignity will be widened further in september if only one action comes out of this debate let it be that this issue is addressed what is happening is morally reprehensible and i strongly encourage the minister of state to address it,773,gary gannon,Gary Gannon,Gary,Gannon,Dublin Central,Social Democrats,2020-02-08,2024-11-08 00:00:00.000000,male,0
2011-11-09,dail,Tánaiste and Minister for Foreign Affairs and Trade (Deputy Eamon Gilmore),"Tánaiste and Minister for Foreign Affairs and Trade (Deputy Eamon Gilmore)
            Ireland engages regularly with countries which are members of the Commonwealth on matters of shared interest in a number of international fora, most notably the European Union and the United Nations.  We also have strong bilateral trade, investment, cultural and diplomatic relations with many countries which are members of the Commonwealth.  In addition to this, we also have development cooperation programmes with some Commonwealth members.
            The Government believes the current arrangements are well suited to the promotion of relations between Ireland and members of the Commonwealth, and has no plans for changes in this regard.",            ireland engages regularly with countries which are members of the commonwealth on matters of shared interest in a number of international fora most notably the european union and the united nations  we also have strong bilateral trade investment cultural and diplomatic relations with many countries which are members of the commonwealth  in addition to this we also have development cooperation programmes with some commonwealth members             the government believes the current arrangements are well suited to the promotion of relations between ireland and members of the commonwealth and has no plans for changes in this regard,95,eamon gilmore,Eamon Gilmore,Eamon,Gilmore,Dún Laoghaire,Labour Party,2011-03-09,2016-03-09 00:00:00.000000,male,1
